"parent_id","parent_text","child_id","child_text"
1173,best wireless security camera system,1174,whats the best home surveillance system
1173,best wireless security camera system,1176,is there a security camera that works without wifi
1173,best wireless security camera system,1177,what is the best security camera for outside
1173,best wireless security camera system,1178,what is the best wireless surveillance camera system
2161,best wireless security camera system,2162,best outdoor wireless security camera system with dvr
2161,best wireless security camera system,2166,what is the best 16 channel security camera system
2161,best wireless security camera system,2165,what is the best dvr camera system
2161,best wireless security camera system,2164,do all wireless security cameras need power
2161,best wireless security camera system,2163,what are the best outdoor wireless security cameras
2646,best wireless security camera system,2648,which security camera system is the best
2646,best wireless security camera system,2647,best home security camera system
2646,best wireless security camera system,2649,what is the best outdoor security camera to buy
2646,best wireless security camera system,2651,what is the best wireless cctv system for home
2646,best wireless security camera system,2650,which home security system is best
2823,best wireless security camera system,2824,best outdoor security camera system
2823,best wireless security camera system,2836,best home security camera system consumer reports
2823,best wireless security camera system,2830,best outdoor wireless security camera system
2823,best wireless security camera system,2866,best wireless home security camera system
2823,best wireless security camera system,2860,best security camera system
2823,best wireless security camera system,2854,battery powered wireless outdoor security camera reviews
2823,best wireless security camera system,2848,best outdoor security cameras 2018
2823,best wireless security camera system,2842,best outdoor wireless security camera system with dvr
